year,author,author
2011,Jarreth Merz,1
2011,Jay Bradner,1
2011,Jean-Baptiste Michel + Erez Lieberman Aiden,1
2011,Jeffrey Kluger,1
2011,Jenna McCarthy,1
2011,Jer Thorp,1
2011,Jeremy Gilley,1
2011,Jessi Arrington,1
2011,Jessica Green,1
2011,Joe Sabia,1
2011,John Bohannon,1
2011,John Hunter,1
2011,Jon Nguyen,1
2011,Jonas Gahr Støre,1
2011,Jonathan Drori,1
2011,Josette Sheeran,1
2011,Joshua Walters,1
2011,José Bowen,1
2011,Julia Bacha,1
2011,Julian Baggini,1
2011,Julian Treasure,1
2011,Julie Taymor,1
2011,Justin Hall-Tipping,1
2011,Karen Tse,1
2011,Kate Hartman,1
2011,Keith Nolan,1
2011,Kelli Anderson,1
2011,Kevin Allocca,1
2011,Kevin Slavin,1
2011,Kirk Sorensen,1
2011,Klaus Stadlmann,1
2011,Larry Smith,1
2011,Laura Carstensen,1
2011,"Lauren Hodge, Shree Bose + Naomi Shah",1
2011,Leah Buechley,1
2011,Lee Cronin,1
2011,Lemon Andersen,1
2011,Leonard Susskind,1
2011,Leslie Dodson,1
2011,Lisa Gansky,1
2011,Lisa Harouni,1
2011,Lucien Engelen,1
2011,Luis von Ahn,1
2011,Maajid Nawaz,1
2011,Malcolm Gladwell,1
2011,Marcin Jakubowski,1
2011,Mark Bezos,1
2011,Mark Pagel,1
2011,Mark Raymond,1
2011,Markus Fischer,1
2011,Martin Hanczyc,1
2011,Matt Cutts,1
2011,Matt Killingsworth,1
2011,Maya Beiser,1
2011,Megan Kamerick,1
2011,Mel Robbins,1
2011,Michael Nielsen,1
2011,Michael Norton,1
2011,Michelle Borkin,1
2011,Mick Ebeling,1
2011,Mick Mountz,1
2011,Mike Biddle,1
2011,Mike Matas,1
2011,Misha Glenny,1
2011,Monika Bulaj,1
2011,Morgan Spurlock,1
2011,Morley,1
2011,Mustafa Akyol,1
2011,Nadia Al-Sakkaf,1
2011,Nancy Duarte,1
2011,Natalie Warne,1
2011,Nathalie Miebach,1
2011,Nathan Myhrvold,1
2011,Neil Burgess,1
2011,Neil MacGregor,1
2011,Niall Ferguson,1
2011,Nina Tandon,1
2011,Noel Bairey Merz,1
2011,Onyx Ashanti,1
2011,Paddy Ashdown,1
2011,Pamela Meyer,1
2011,Paul Bloom,1
2011,Paul Conneally,1
2011,Paul Lewis,1
2011,Paul Nicklen,1
2011,Paul Romer,1
2011,Paul Snelgrove,1
2011,Paul Zak,1
2011,Pavan Sukhdev,1
2011,Peter Saul,1
2011,Peter van Uhm,1
2011,Phil Plait,1
2011,Philip Zimbardo,1
2011,Péter Fankhauser,1
2011,Quyen Nguyen,1
2011,Raghava KK,1
2011,Rajesh Rao,1
2011,Ralph Langner,1
2011,Ramona Pierson,1
2011,Rebecca MacKinnon,1
2011,Ric Elias,1
2011,Richard Resnick,1
2011,Richard Seymour,1
2011,Richard Wilkinson,1
2011,Rick Guidotti,1
2011,Robert Gupta + Joshua Roman,1
2011,Robert Hammond,1
2011,Robin Ince,1
2011,Roger Doiron,1
2011,Roger Ebert,1
2011,Roger McNamee,1
2011,Ron Gutman,1
2011,Rory Stewart,1
2011,Rory Sutherland,1
2011,Sal Khan,1
2011,Sandra Fisher-Martins,1
2011,Scott Rickard,1
2011,Scott Summit,1
2011,Sean Carroll,1
2011,Sebastian Deterding,1
2011,Sebastian Thrun,1
2011,Sebastian Wernicke,1
2011,Shawn Achor,1
2011,Shea Hembrey,1
2011,Sheena Iyengar,1
2011,Sheila Nirenberg,1
2011,Shilo Shiv Suleman,1
2011,Shlomo Benartzi,1
2011,Skylar Tibbits,1
2011,Sonaar Luthra,1
2011,Srdja Popovic,1
2011,Stanley McChrystal,1
2011,Stefon Harris,1
2011,Stephen Coleman,1
2011,Steve Keil,1
2011,Sunni Brown,1
2011,Suzanne Lee,1
2011,Svante Pääbo,1
2011,Tal Golesworthy,1
2011,Tan Le,1
2011,Taryn Simon,1
2011,Thandiwe Newton,1
2011,Thomas Heatherwick,1
2011,Thomas Pogge,1
2011,Thomas Suarez,1
2011,Tim Harford,1
2011,Todd Kuiken,1
2011,Wadah Khanfar,1
2011,Wael Ghonim,1
2011,Yang Lan,1
2011,Yasheng Huang,1
2011,Yoav Medan,1
2011,Yves Rossy,1
2012,Marco Tempest,3
2012,Chris Anderson,2
2012,Christina Greer,2
2012,Clay Shirky,2
2012,Jonathan Haidt,2
2012,Aaron Reedy,1
2012,Aaron Sams,1
2012,Abigail Washburn,1
2012,Adam Davidson,1
2012,Adrián Paenza,1
2012,Afra Raymond,1
2012,Al Vernacchio,1
2012,Alanna Shaikh,1
2012,Amory Lovins,1
2012,Amos Winter,1
2012,Amy Cuddy,1
2012,Andreas Schleicher,1
2012,Andrew Blum,1
2012,Andrew McAfee,1
2012,Andrew Stanton,1
2012,Andy Puddicombe,1
2012,Angela Patton,1
2012,Antony Gormley,1
2012,April Gudenrath,1
2012,Ariel Anbar,1
2012,Aris Venetikidis,1
2012,Arunachalam Muruganantham,1
2012,Atul Gawande,1
2012,Ayah Bdeir,1
2012,Baba Shiv,1
2012,Bahia Shehab,1
2012,Bandi Mbubi,1
2012,Bart Knols,1
2012,Beau Lotto + Amy O'Toole,1
2012,Becci Manson,1
2012,Beeban Kidron,1
2012,Ben Goldacre,1
2012,Ben Saunders,1
2012,Beth Noveck,1
2012,Billy Collins,1
2012,Boaz Almog,1
2012,Bobby Ghosh,1
2012,Boghuma Kabisen Titanji,1
2012,Bradley Voytek and Tim Verstynen,1
2012,Brené Brown,1
2012,Brian Greene,1
2012,Bryan Stevenson,1
2012,Caitria + Morgan O'Neill,1
2012,Cameron Russell,1
2012,Candy Chang,1
2012,Carl Schoonover,1
2012,Catarina Mota,1
2012,Cesar Harada,1
2012,Cesar Kuriyama,1
2012,Chimamanda Ngozi Adichie,1
2012,Chip Kidd,1
2012,Chris Anderson (TED),1
2012,Chris Gerdes,1
2012,Christina Warinner,1
2012,Christopher Danielson,1
2012,Christopher Warner,1
2012,Claudia Aguirre,1
2012,Colin Grant,1
2012,Colin Powell,1
2012,Colin Stokes,1
2012,Colm Kelleher,1
2012,Dalia Mogahed,1
2012,Damian Palin,1
2012,Dan Ariely,1
2012,Daniel Dulek,1
2012,Daphne Bavelier,1
2012,Daphne Koller,1
2012,David Binder,1
2012,David Birch,1
2012,David Gallo,1
2012,David Kelley,1
2012,David MacKay,1
2012,David Pizarro,1
2012,David R. Dow,1
2012,Dennis Wildfogel,1
2012,Diane Kelly,1
2012,Don Levy,1
2012,Don Tapscott,1
2012,Donald Sadoway,1
2012,Doris Kim Sung,1
2012,Drew Curtis,1
2012,E.O. Wilson,1
2012,Ed Gavagan,1
2012,Eddie Obeng,1
2012,Edi Rama,1
2012,Eduardo Paes,1
2012,Ellen 't Hoen,1
2012,Ellen Jorgensen,1
2012,Elyn Saks,1
2012,Emma Teeling,1
2012,Erik Schlangen,1
2012,Ernesto Sirolli,1
2012,Fahad Al-Attiya,1
2012,Faith Jegede Cole,1
2012,Francis Collins,1
2012,Frank Warren,1
2012,Gabriel Barcia-Colombo,1
2012,Gary Greenberg,1
2012,Gary Kovacs,1
2012,George Zaidan,1
2012,George Zaidan and Charles Morton,1
2012,Georgette Mulheir,1
2012,Giles Duley,1
2012,Gina Cooke,1
2012,Hadyn Parry,1
2012,Hannah Brencher,1
2012,Hannah Fry,1
2012,Hans Rosling,1
2012,Heather Brooke,1
2012,Improv Everywhere,1
2012,Ivan Krastev,1
2012,Ivan Oransky,1
2012,JP Rangaswami,1
2012,JR,1
2012,Jac de Haan,1
2012,Jack Choi,1
2012,Jackson Katz,1
2012,Jacob Soboroff,1
2012,James B. Glattfelder,1
2012,James Hansen,1
2012,James Stavridis,1
2012,Jamie Drummond,1
2012,Jane Hirshfield,1
2012,Jane McGonigal,1
2012,Janine Shepherd,1
2012,Janine di Giovanni,1
2012,Jared Ficklin,1
2012,Jarrett J. Krosoczka,1
2012,Jason McCue,1
2012,Jean-Baptiste Michel,1
2012,Jeff Hancock,1
2012,Jeff Smith,1
2012,Jennifer Pahlka,1
2012,Jill Tarter,1
2012,Joe Smith,1
2012,John Graham-Cumming,1
2012,John Green,1
2012,John Hockenberry,1
2012,John Hodgman,1
2012,John Lloyd,1
2012,John Maeda,1
2012,John Wilbanks,1
2012,Jon Bergmann,1
2012,Jon Ronson,1
2012,Jonas Eliasson,1
2012,Jonathan Eisen,1
2012,Jonathan Trent,1
2012,Joshua Foer,1
2012,Juan Enriquez,1
2012,Julian Treasure,1
2012,Julie Burstein,1
2012,Kakenya Ntaiya,1
2012,Karen Bass,1
2012,Karen Thompson Walker,1
2012,Kate Gardoqui,1
2012,Katherine Kuchenbecker,1
2012,Keiichiro Hirano,1
2012,Keith Chen,1
2012,Ken Goldberg,1
2012,Kent Larson,1
2012,Kirby Ferguson,1
2012,LZ Granderson,1
2012,Lars Brownworth,1
2012,Laura Snyder,1
2012,Lee Cronin,1
2012,Lemn Sissay,1
2012,Leslie Morgan Steiner,1
2012,Leslie T. Chang,1
2012,Leymah Gbowee,1
2012,Lisa Kristine,1
2012,Liz Diller,1
2012,Lou Serico,1
2012,Lucy McRae,1
2012,Ludwick Marishane,1
2012,Malte Spitz,1
2012,Manu Prakash,1
2012,Marc Goodman,1
2012,Marcus Byrne,1
2012,Margaret Heffernan,1
2012,Mark Applebaum,1
2012,Mark Forsyth,1
2012,Markham Nolan,1
2012,Massimo Banzi,1
2012,Matt Mills,1
2012,Matthew Winkler,1
2012,Maurizio Seracini,1
2012,Max Little,1
2012,Maz Jobrani,1
2012,Melinda Gates,1
2012,Melissa Garren,1
2012,Melissa Marshall,1
2012,Michael Anti,1
2012,Michael Hansmeyer,1
2012,Michael McDaniel,1
2012,Michael Tilson Thomas,1
2012,Miguel Nicolelis,1
2012,Mina Bissell,1
2012,Mitch Resnick,1
2012,Molly Crockett,1
2012,Munir Virani,1
2012,Nadia Kalman,1
2012,Nancy Lublin,1
2012,Nathan Wolfe,1
2012,Neil Harbisson,1
2012,Nina Tandon,1
2012,Nirmalya Kumar,1
2012,Noah Wilson-Rich,1
2012,Pam Warhurst,1
2012,Pankaj Ghemawat,1
2012,Paolo Cardini,1
2012,Paul Gilding,1
2012,Peggy McIntosh,1
2012,Peter Bohacek,1
2012,Peter Diamandis,1
2012,Peter Norvig,1
2012,Philippe Petit,1
2012,Quixotic Fusion,1
2012,Rachel Botsman,1
2012,Raghava KK,1
2012,Ramesh Raskar,1
2012,Ray Laurence,1
2012,Read Montague,1
2012,Rebecca Onie,1
2012,Reggie Watts,1
2012,Regina Dugan,1
2012,Renny Gleeson,1
2012,Reuben Margolin,1
2012,Richard Weller,1
2012,Rives,1
2012,Rob Legato,1
2012,Rob Reid,1
2012,Robert Gupta,1
2012,Robert Neuwirth,1
2012,Robin Chase,1
2012,Rodney Mullen,1
2012,Ronny Edry,1
2012,Rory Stewart,1
2012,Ruby Wax,1
2012,Ryan Merkley,1
2012,Sanjay Pradhan,1
2012,Sarah Parcak,1
2012,Sarah-Jayne Blakemore,1
2012,Scilla Elworthy,1
2012,Scott Dinsmore,1
2012,Scott Fraser,1
2012,Scott Gass,1
2012,Sergio Feferovich,1
2012,Seth Shostak,1
2012,Shabana Basij-Rasikh,1
2012,Shereen El Feki,1
2012,Sherry Turkle,1
2012,Shimon Schocken,1
2012,Shyam Sankar,1
2012,Sleepy Man Banjo Boys,1
2012,Stephen Ritz,1
2012,Steven Addis,1
2012,Steven Pinker and Rebecca Newberger Goldstein,1
2012,Steven Schwaitzberg,1
2012,Sue Austin,1
2012,Susan Cain,1
2012,Susan Solomon,1
2012,Suzanne Talhouk,1
2012,T. Boone Pickens,1
2012,Tali Sharot,1
2012,Tania Luna,1
2012,Tavi Gevinson,1
2012,Taylor Wilson,1
2012,Terry Moore,1
2012,Thomas P. Campbell,1
2012,Tierney Thys and Plankton Chronicles Project,1
2012,Tim Adams,1
2012,Tim Leberecht,1
2012,Timothy Bartik,1
2012,Timothy Prestero,1
2012,Todd Humphreys,1
2012,Tracy Chevalier,1
2012,Trevor Maber,1
2012,Tristram Stuart,1
2012,Tyler DeWitt,1
2012,Usman Riaz + Preston Reed,1
2012,Vicki Arroyo,1
2012,Vijay Kumar,1
2012,Vikram Patel,1
2012,Vinay Venkatraman,1
2012,Wayne McGregor,1
2012,William Noel,1
2012,Wingham Rowan,1
2012,Wolfgang Kessling,1
2012,Yann Dall'Aglio,1
2012,Zahra' Langhi,1
2012,iO Tillett Wright,1
2013,Joy Lin,6
2013,Colm Kelleher,3
2013,John McWhorter,3
2013,Rose Eveleth,3
2013,Andrew Solomon,2
2013,Camille Seaman,2
2013,Christopher Warner,2
2013,Jeff Speck,2
2013,Rose George,2
2013,Aatish Bhatia,1
2013,Abha Dawesar,1
2013,Achin Bhowmik,1
2013,Adam Spencer,1
2013,Addison Anderson,1
2013,Ajit Narayanan,1
2013,Alan Iny,1
2013,Alastair Parvin,1
2013,Alessandro Acquisti,1
2013,Alex Gendler,1
2013,Alex Laskey,1
2013,Alex Wissner-Gross,1
2013,Alexa Meade,1
2013,Alison Ledgerwood,1
2013,Alison Quirk,1
2013,Allan Savory,1
2013,Amanda Bennett,1
2013,Amanda Mattes,1
2013,Amanda Palmer,1
2013,Ami Angelowicz,1
2013,Amy Webb,1
2013,Anant Agarwal,1
2013,Anas Aremeyaw Anas,1
2013,Andras Forgacs,1
2013,Andreas Raptopoulos,1
2013,Andres Lozano,1
2013,Andrew Fitzgerald,1
2013,Andrew McAfee,1
2013,Andrew Vanden Heuvel,1
2013,Angela Lee Duckworth,1
2013,Angelica Dass,1
2013,Anna Post,1
2013,Anne Milgram,1
2013,Anne-Marie Slaughter,1
2013,Annette Heuser,1
2013,Aparna Rao,1
2013,Apollo Robbins,1
2013,Arthur Benjamin,1
2013,Ash Beckham,1
2013,Asha de Vos,1
2013,Ayanna Howard,1
2013,BLACK,1
2013,Bastian Schaefer,1
2013,Beardyman,1
2013,Belinda Stutzman,1
2013,Benjamin Barber,1
2013,Bernie Krause,1
2013,Bettina Bair,1
2013,Bill Gates,1
2013,Bill Shillito,1
2013,Bill Shribman,1
2013,Bob Mankoff,1
2013,Bono,1
2013,Boyd Varty,1
2013,Brad Troeger,1
2013,Brian Jones,1
2013,Bruce Feiler,1
2013,Bruno Maisonnier,1
2013,Cameron Paterson,1
2013,Carin Bondar,1
2013,Carl Zimmer,1
2013,Catherine Bracy,1
2013,Charles Robertson,1
2013,Charmian Gooch,1
2013,Chris Domas,1
2013,Chris Downey,1
2013,Chris McKnett,1
2013,Christian Rudder,1
2013,Christopher Emdin,1
2013,Christopher Ryan,1
2013,Christopher Soghoian,1
2013,Chrystia Freeland,1
2013,Claudia Aguirre,1
2013,Colin Camerer,1
2013,Craig A. Kohn,1
2013,Dambisa Moyo,1
2013,Dan Berkenstock,1
2013,Dan Pallotta,1
2013,Dan Reisel,1
2013,Daniel Garrie,1
2013,Daniel H. Cohen,1
2013,Daniel Suarez,1
2013,Danny Hillis,1
2013,David Anderson,1
2013,David Grady,1
2013,David J. Malan,1
2013,David Lang,1
2013,David Pogue,1
2013,David Puttnam,1
2013,David Steindl-Rast,1
2013,Del Harvey,1
2013,Delali Bright,1
2013,Denise Herzing,1
2013,Derek Paravicini and Adam Ockelford,1
2013,Diana Nyad,1
2013,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",1
2013,Didier Sornette,1
2013,Diébédo Francis Kéré,1
2013,Dong Woo Jang,1
2013,Dr. Matt J. Carlson,1
2013,Eddy Cartaya,1
2013,Edith Widder,1
2013,Eleanor Longden,1
2013,Eli Beer,1
2013,Elizabeth Loftus,1
2013,Elon Musk,1
2013,Enrique Peñalosa,1
2013,Eric Berlow and Sean Gourley,1
2013,Eric Dishman,1
2013,Eric Liu,1
2013,Eric Whitacre,1
2013,Eric X. Li,1
2013,Erik Brynjolfsson,1
2013,Erika Debenedictis,1
2013,Esta Soler,1
2013,Esther Perel,1
2013,Fabian Oefner,1
2013,Francesca Simon-Carboni,1
2013,Francis de los Reyes,1
2013,Frederic Kaplan,1
2013,Freeman Hrabowski,1
2013,Gabe Barcia-Colombo,1
2013,Garth Sundem,1
2013,Gary Niekerk,1
2013,Gary Slutkin,1
2013,Gavin Pretor-Pinney,1
2013,Geoffrey Canada,1
2013,George Monbiot,1
2013,George Papandreou,1
2013,George Zaidan,1
2013,George Zaidan and Charles Morton,1
2013,Geraldine Hamilton,1
2013,Gian Giudice,1
2013,Greg Asner,1
2013,Grégoire Courtine,1
2013,Guillaume Néry,1
2013,Guy Hoffman,1
2013,Hamish Jolly,1
2013,Harish Manwani,1
2013,Hendrik Poinar,1
2013,Henry Evans and Chad Jenkins,1
2013,Henry Lin,1
2013,Hetain Patel,1
2013,Holly Morris,1
2013,Hortensia Jiménez Díaz,1
2013,Hu Liang,1
2013,Hyeonseo Lee,1
2013,Iwan Baan,1
2013,Jack Andraka,1
2013,Jackie Savitz,1
2013,Jake Barton,1
2013,James Curleigh,1
2013,James Earle,1
2013,James Flynn,1
2013,James Gillies,1
2013,James Lyne,1
2013,James Patten,1
2013,Jane McGonigal,1
2013,Janette Sadik-Khan,1
2013,Jared Diamond,1
2013,Jason Pontin,1
2013,Jason Robert Jaffe,1
2013,Jay Silver,1
2013,Jeff Dekofsky,1
2013,Jeff Steers,1
2013,Jennifer Golbeck,1
2013,Jennifer Granholm,1
2013,Jennifer Healey,1
2013,Jess Thom,1
2013,Jessica Donohue,1
2013,Jessica Green,1
2013,Jessica Green and Karen Guillemin,1
2013,Jessica Oreck and Rachael Teel,1
2013,Ji-Hae Park,1
2013,Jinha Lee,1
2013,Jinsop Lee,1
2013,Joe Davis,1
2013,Joe Kowan,1
2013,Joel Selanikio,1
2013,John Searle,1
2013,Joseph Kim,1
2013,Joshua Prager,1
2013,Juan Enriquez,1
2013,Juan Pablo Sáez Gil,1
2013,Judy MacDonald Johnston,1
2013,Julian Treasure,1
2013,Juliana Rotich,1
2013,K. Erica Dodge,1
2013,Kate Stone,1
2013,Kees Moeliker,1
2013,Keller Rinaudo,1
2013,Kelli Sandman-Hurley,1
2013,Kelli Swazey,1
2013,Kelly McGonigal,1
2013,Ken Jennings,1
2013,Kevin Breel,1
2013,Kid President,1
2013,Krista Donaldson,1
2013,Laura Bates,1
2013,Lawrence Lessig,1
2013,Lesley Hazleton,1
2013,Leslie Kenna,1
2013,Leslie Perlow,1
2013,Leyla Acaroglu,1
2013,Lian Pin Koh,1
2013,Lisa Bu,1
2013,Liu Bolin,1
2013,Lizzie Velásquez,1
2013,Lorie Wigle,1
2013,Lucianne Walkowicz,1
2013,Luke Syson,1
2013,Makiko Eda,1
2013,Malcolm Gladwell,1
2013,Malcolm London,1
2013,Manal al-Sharif,1
2013,Manav Subodh,1
2013,Marco Annunziata,1
2013,Margaret Heffernan,1
2013,Margaret Morris,1
2013,Maria Bezaitis,1
2013,Mariana Mazzucato,1
2013,Marjee Chmiel and Trevor Owens,1
2013,Mark Changizi,1
2013,Mark Halliday,1
2013,Mark Kendall,1
2013,Mark Shaw,1
2013,Marla Spivak,1
2013,Martin Villeneuve,1
2013,Mary Lou Jepsen,1
2013,May El-Khalil,1
2013,Maya Penn,1
2013,Maysoon Zayid,1
2013,McKenna Pope,1
2013,Meg Jay,1
2013,Megan Wilkens,1
2013,Michael Archer,1
2013,Michael Dickinson,1
2013,Michael Fey,1
2013,Michael Green,1
2013,Michael Metcalfe,1
2013,Michael Molina,1
2013,Michael Porter,1
2013,Michael Sandel,1
2013,Michael Silverstein,1
2013,Michael Stevens,1
2013,Mick Cornett,1
2013,Mikael Cho,1
2013,Mike Robbins,1
2013,Mikko Hypponen,1
2013,Mira Calix,1
2013,Mohamed Ali,1
2013,Mohamed Hijri,1
2013,Molly Stevens,1
2013,Nathan Ide,1
2013,Nicki Beaman Griffin,1
2013,Nicolas Perony,1
2013,Nikolai Begg,1
2013,Nilofer Merchant,1
2013,Norman Spack,1
2013,Onora O'Neill,1
2013,Pablo Santa Cruz,1
2013,Paola Antonelli,1
2013,Parul Sehgal,1
2013,Paul Kemp-Robertson,1
2013,Paul Pholeros,1
2013,Paul Piff,1
2013,Paula Johnson,1
2013,Pearl Arredondo,1
2013,Peggy Andover,1
2013,Peter Attia,1
2013,Peter Biddle,1
2013,Peter Doolittle,1
2013,Peter Mende-Siedlecki,1
2013,Peter Singer,1
2013,Peter van Manen,1
2013,Phil Hansen,1
2013,Philip Evans,1
2013,Pico Iyer,1
2013,Raffaello D'Andrea,1
2013,Ram Neta,1
2013,Ramsey Musallam,1
2013,Ray Laurence,1
2013,Renata Salecl,1
2013,Renée Hlozek,1
2013,Reynaldo Lopes,1
2013,Richard E. Cytowic,1
2013,Richard Turere,1
2013,Rick Falkvinge,1
2013,Rita Pierson,1
2013,Robert Gordon,1
2013,Roberto D'Angelo + Francesca Fedeli,1
2013,Robin Nagle,1
2013,Rodney Brooks,1
2013,Rodrigo Canales,1
2013,Roger Stein,1
2013,Rolf Landua,1
2013,Ron Finley,1
2013,Ron McCallum,1
2013,Ron Shaneyfelt,1
2013,Roselinde Torres,1
2013,Rupal Patel,1
2013,Russell Foster,1
2013,Ryan Holladay,1
2013,Sadasivan Shankar,1
2013,Saki Mafundikwa,1
2013,Sally Kohn,1
2013,Salvatore Iaconesi,1
2013,Sam Berns,1
2013,Sandra Aamodt,1
2013,Sanjay Dastoor,1
2013,Scott Gass,1
2013,Sebastião Salgado,1
2013,Sergey Brin,1
2013,Shane Koyczan,1
2013,ShaoLan,1
2013,Shelley Shott,1
2013,Shereen El Feki,1
2013,Sheryl Sandberg,1
2013,Shigeru Ban,1
2013,Shimpei Takahashi,1
2013,Siddharthan Chandran,1
2013,Sir Ken Robinson,1
2013,Skylar Tibbits,1
2013,Sleepy Man Banjo Boys,1
2013,Sonia Shah,1
2013,Stan Lee,1
2013,Stefan Larsson,1
2013,Stephanie Warren,1
2013,Stephen Burt,1
2013,Stephen Cave,1
2013,Steve Brown,1
2013,Steve Howard,1
2013,Steve Ramirez and Xu Liu,1
2013,Stewart Brand,1
2013,Stuart Firestein,1
2013,Sugata Mitra,1
2013,Susan Colantuono,1
2013,Suzana Herculano-Houzel,1
2013,Taylor Wilson,1
2013,Teddy Cruz,1
2013,Terisa Folaron,1
2013,Thomas Insel,1
2013,Tim Hansen,1
2013,Tim Smith,1
2013,Timothy Ihrig,1
2013,Toby Eccles,1
2013,Toby Shapshak,1
2013,Tom Thum,1
2013,Tom Whyntie,1
2013,Tom Wujec,1
2013,Toni Griffin,1
2013,Tony Salvador,1
2013,Tristram Wyatt,1
2013,Trita Parsi,1
2013,Uri Alon,1
2013,Vance Kite,1
2013,Vishal Sikka,1
2013,Wendy Hawkins,1
2013,Wendy Woods,1
2013,William Black,1
2013,Xavier Vilalta,1
2013,Yannick Roudaut,1
2013,Yves Morieux,1
2014,Alex Gendler,5
2014,Alison Killing,2
2014,Anita Collins,2
2014,Chad Orzel,2
2014,Deborah Gordon,2
2014,Emma Bryce,2
2014,Harry Baker,2
2014,Jeff Dekofsky,2
2014,Kitra Cahana,2
2014,Rose Eveleth,2
2014,A.J. Jacobs,1
2014,Aakash Odedra,1
2014,Abbey Williams,1
2014,Alejandro Aravena,1
2014,Alessandra Orofino,1
2014,Alex Rosenthal and George Zaidan,1
2014,Alexander McLean,1
2014,Alexander Tuerpitz,1
2014,Alexandros Charalambides,1
2014,Alison Sander,1
2014,Allan Adams,1
2014,Alyson McGregor,1
2014,Alyssa Loorya,1
2014,Amanda Burden,1
2014,Anastasia Taylor-Lind,1
2014,Andrew Bastawrous,1
2014,Andrew Connolly,1
2014,Andrew Pontzen and Tom Whyntie,1
2014,Andrew Solomon,1
2014,Andrew Winston,1
2014,Andrés Ruzo,1
2014,Andy Yen,1
2014,Angelo Vermeulen,1
2014,Anil Raj,1
2014,Anne Curzan,1
2014,Anthony Hazard,1
2014,Antonella Mei-Pochtler,1
2014,Anu Sridharan,1
2014,Asaf Bar-Yosef,1
2014,Ash Beckham,1
2014,Asha de Vos,1
2014,Ashwini Mrinal Bhagat,1
2014,Avi Reichental,1
2014,Aziz Abu Sarah,1
2014,Aziza Chaouni,1
2014,Barat Ali Batoor,1
2014,Barbara Natterson-Horowitz,1
2014,Barry Schwartz,1
2014,Bassam Tariq,1
2014,Bel Pesce,1
2014,Ben Ambridge,1
2014,Ben Saunders,1
2014,Ben Wellington,1
2014,Bill and Melinda Gates,1
2014,Billy Collins,1
2014,Boniface Mwangi,1
2014,Bran Ferren,1
2014,Brian Dettmer,1
2014,Brian Kateman,1
2014,Bruce Aylward,1
2014,Bruno Torturra,1
2014,Bryan Kramer,1
2014,Carey Kolaja,1
2014,Carol Dweck,1
2014,Catherine Crump,1
2014,Charlene Li,1
2014,Charmian Gooch,1
2014,Chris Hadfield,1
2014,Chris Kluwe,1
2014,Christina Balch,1
2014,Claudia Aguirre,1
2014,Clint Smith,1
2014,Colm Kelleher,1
2014,Courtney Stephens,1
2014,Cristina Domenech,1
2014,Cynthia Ma Shwe Sin Win,1
2014,Damon Brown,1
2014,Dan Barasch,1
2014,Dan Gilbert,1
2014,Dan Pacholke,1
2014,Daniele Quercia,1
2014,Daria van den Bercken,1
2014,Dario Gil,1
2014,Dave Troy,1
2014,David Brooks,1
2014,David Chalmers,1
2014,David Epstein,1
2014,David Kwong,1
2014,David Puts,1
2014,David Schwartz,1
2014,David Sengeh,1
2014,Dawn Maslar,1
2014,Debra Jarvis,1
2014,Del Harvey,1
2014,Dennis Wildfogel,1
2014,Dilip Ratha,1
2014,Doug Levinson,1
2014,Douglas J. Casa,1
2014,Dustin Yellin,1
2014,Ed Yong,1
2014,Edmond Hui,1
2014,Eduardo Sáenz de Cabezón,1
2014,Edward Snowden,1
2014,Einav Gefen,1
2014,Elisabeth Pierre,1
2014,Elizabeth Gilbert,1
2014,Elizabeth Hellmuth Margulis,1
2014,Eman Mohammed,1
2014,Emily Balcetis,1
2014,Eric Liu,1
2014,Erick Brethenoux,1
2014,Erin McKean,1
2014,Ethan Nadelmann,1
2014,Fabien Cousteau,1
2014,Florian Pinel,1
2014,Frans Lanting,1
2014,Fred Swaniker,1
2014,Fredy Peccerelli,1
2014,Gabby Giffords and Mark Kelly,1
2014,Gail Reed,1
2014,Gavin Schmidt,1
2014,Ge Wang,1
2014,Geena Rocero,1
2014,Gemma Jackson,1
2014,George Takei,1
2014,George Zaidan,1
2014,Gianluca Ambrosetti,1
2014,Glenn Greenwald,1
2014,Guy Winch,1
2014,Haas&Hahn,1
2014,Hannah Fry,1
2014,Hans and Ola Rosling,1
2014,Heather Barnett,1
2014,Helder Guimarães,1
2014,Hubertus Knabe,1
2014,Hugh Herr,1
2014,Ilona Szabó de Carvalho,1
2014,Inhi Cho Suh,1
2014,Isabel Allende,1
2014,Ismael Nazario,1
2014,Jaap de Roode,1
2014,Jack Sinclair,1
2014,James A. White Sr.,1
2014,James Zucker,1
2014,Jamila Lyiscott,1
2014,Janet Iwasa,1
2014,Janne Willems,1
2014,Jarrett J. Krosoczka,1
2014,Jay Cousins,1
2014,Jeff Iliff,1
2014,Jennifer Senior,1
2014,Jeremy Heimans,1
2014,Jeremy Howard,1
2014,Jeremy Kasdin,1
2014,Jill Shargaa,1
2014,Jim Holt,1
2014,Jimmy Nelson,1
2014,Joe Landolina,1
2014,Joe Madiath,1
2014,John Bolton,1
2014,John C. Moore and Eric Berlow,1
2014,John Kluge Jr.,1
2014,John O'Leary,1
2014,John Varney,1
2014,Joi Ito,1
2014,Jon Gosier,1
2014,Jon Mooallem,1
2014,Jorge Soto,1
2014,Jose Miguel Sokoloff,1
2014,Josh Samani,1
2014,Joy Sun,1
2014,Julia Kloiber,1
2014,Karalee Close,1
