author,count
Mads Tang-Christensen,1
Tom Thum,1
Azim Khamisa and Ples Felix,1
Gary Slutkin,1
Phil Borges,1
 First Aid Kit,1
Gastón Acurio,1
Tony Wyss-Coray,1
Andrea Ghez,1
Ruchi Sinha,1
Grégoire Courtine,1
Chris Vogtherr,1
David Peterson,1
Thelma Golden,1
Adong Judith,1
Anna Rosling Rönnlund,1
Christen Reighter,1
Eric Dyer,1
Sierra Hull,1
Jennifer Senior,1
Mehdi Ordikhani-Seyedlar,1
Keiichiro Hirano,1
Michael Fey,1
Handspring Puppet Co.,1
Michael Rubinstein,1
Jennifer Brea,1
Catherine Bracy,1
Deval Patrick,1
BLACK,1
Kevin Etter,1
Renee Montgomery,1
María Neira,1
Michael Silverstein,1
Nirmalya Kumar,1
Teresa Njoroge,1
Francisca Mutapi,1
Srikumar Rao,1
Patrícia Medici,1
Safeena Husain,1
Nathan Ide,1
Ananya Grover,1
Gaby Barrios,1
Keith Nolan,1
Yasheng Huang,1
Meera Vijayann,1
Olivia Tyler,1
M Jackson,1
Boniface Mwangi,1
Rita Pierson,1
Valarie Kaur,1
Naufal Mukumi,1
Aparna Mehta,1
Cat Laine,1
Dina Zielinski,1
Sangeeta Bhatia,1
Neil Pasricha,1
Ami Klin,1
Geert Chatrou,1
Fawn Qiu,1
Jad Abumrad,1
Bradley Voytek and Tim Verstynen,1
Catherine Crump,1
Nick Caruso and Dani Rabaiotti,1
Roberto D'Angelo + Francesca Fedeli,1
Emily Nagoski and Amelia Nagoski,1
Addison Anderson,1
Naoko Ishii,1
Sahaj Kaur Kohli,1
Sue Desmond-Hellmann,1
Floyd E. Romesberg,1
Hany Farid,1
Ariel Waldman,1
Nigel Hughes,1
Suzanne Simard,1
Cameron Russell,1
Guillaume Néry,1
Richard J. Wood,1
 Flor de Toloache,1
Dan Meyer,1
Judith Heumann,1
Bettina Warburg,1
Damon Brown,1
Marina Abramović,1
Margaret Mitchell,1
Dana Cowin,1
Carol Fishman Cohen,1
Romina Libster,1
Rosario Perazolo Masjoan,1
Nicole Paris and Ed Cage,1
Matteo Fadel,1
Javed Akhtar,1
Matthew Shifrin,1
Jonathan Koch,1
Eduardo Sáenz de Cabezón,1
Tim Flannery,1
Kedra Newsom Reeves,1
Matthew White,1
Fahad Saeed,1
Jason Clay,1
 Deutsche Philharmonie Merck,1
Nadia Lopez,1
Andreas Schleicher,1
Ian Goldin,1
Kareem Yusuf,1
Alessandro Acquisti,1
Chand John,1
Jordan Raskopoulos,1
Ted Dintersmith,1
Scilla Elworthy,1
Roy Bahat and Bryn Freedman,1
Siawn Ou,1
Michel Laberge,1
Anu Sridharan,1
Leslie Herod,1
Herminia Ibarra,1
Artūrs Miksons,1
Bernie Krause,1
Kees Moeliker,1
Ram Neta,1
Stephen Lawrence,1
Dustin Yellin,1
The LXD,1
Nora York,1
Jimmy Lin,1
Birke Baehr,1
Danae Wolfe,1
Seema Bansal,1
Toby Kiers,1
Mariano Sigman and Dan Ariely,1
Pete Alcorn,1
Simon Lewis,1
R. Luke DuBois,1
Scott Summit,1
Bob Woodward,1
Rania Bahaa,1
Katie Paterson,1
David Perry,1
Andres Lozano,1
Martin Danoesastro,1
Shaylin Schundler,1
Janell Hobson,1
Mac Barnett,1
Eva Vertes,1
Michael S.A. Graziano,1
Gary Flake,1
"Curtis ""Wall Street"" Carroll",1
Werner Reich,1
Kamal Meattle,1
Rohan Pavuluri,1
Willie Smits,1
Ethan Nadelmann,1
Mark Applebaum,1
Riccardo Sabatini,1
Alison Jackson,1
Arik Hartmann,1
Kasiva Mutua,1
William Li,1
Fernando Salem,1
Michael Molina,1
Helen Pearson,1
Jessica Smith,1
Ivonne Roman,1
Dolly Chugh,1
John Q. Walker,1
Jan Bill,1
Derek Abbott,1
Makiko Eda,1
Michel Dugon,1
Joseph DeSimone,1
Prateek Singh,1
Anne Lamott,1
Danielle Feinberg,1
Rachel Armstrong,1
Wajahat Ali,1
Ayana Elizabeth Johnson,1
Bob Langert,1
Mark Forsyth,1
Rebecca Henderson,1
Chris Bliss,1
R. Saravanan,1
Nina Westbrook,1
Marco A. Sotomayor,1
Suki Kim,1
Joe Landolina,1
Wadah Khanfar,1
Eben Bayer,1
Jonathan Eisen,1
Richard Feynman,1
Peter van Uhm,1
Jenna Schilstra,1
Elise LeGrow,1
Dan Reinstein,1
Joy Sun,1
Belinda Stutzman,1
Rolf Landua,1
Nicole Avena,1
Jim Chuchu,1
Emily Pilloton-Lam,1
Shimpei Takahashi,1
Auke Ijspeert,1
Jamila Lyiscott,1
Colin Powell,1
Severine Autesserre,1
Bruno Maisonnier,1
Georgette Mulheir,1
Eric Sanderson,1
Carter Emmart,1
Patrick Lencioni,1
Justin Davidson,1
Rochelle King,1
Pratik Aghor,1
Johnny Lee,1
Zainab Salbi,1
Manuel Lima,1
Hailey Hardcastle,1
Karen Thompson Walker,1
Nancy N. Chen,1
Nyra Jordan,1
Herbie Hancock,1
Mitch Resnick,1
Leila Takayama,1
Heba Shaheed,1
Mindy Fullilove,1
Robert Fischell,1
Anna Rothschild,1
Kyra Gaunt,1
Pratik Shah,1
Paul Zak,1
Tom Teves,1
Benjamin Seibold,1
Lara Durgavich,1
Gay Gordon-Byrne,1
Isabel Wilkerson,1
Austin Eubanks,1
Andrew Millar,1
Jack Andraka,1
Mathieu Lamiaux,1
Irma L. Olguin Jr.,1
Rupal Patel,1
Marisa Fick-Jordan,1
Alberto Cairo,1
Lars Fæste,1
Mellody Hobson,1
Kevin Toolis,1
Mikael Cho,1
JoAnn Kuchera-Morin,1
Rick Warren,1
Daniel Streicker,1
Charlotte Degot,1
Aaron Sams,1
Alan Siegel,1
Dr. Turi King,1
Gavin Schmidt,1
Elizabeth Pisani,1
Stefon Harris,1
Patience Mthunzi,1
Willard Wigan,1
Ashley Graham,1
Khadija Gbla,1
Meron Gribetz,1
Hayley Yeates,1
David Miliband,1
Philippa Neave,1
Ami Angelowicz,1
Alisa Miller,1
Drew Humphreys,1
Chip Berlet,1
Philip A. Chan,1
Brittney Cooper,1
Rana Abdelhamid,1
Joan Blades and John Gable,1
Adam Garske,1
Darrick Hamilton,1
ELEW and Marcus Miller,1
Darria Long,1
Francesco Sauro,1
Vicki Arroyo,1
Fatima AlZahra'a Alatraktchi,1
Emily King,1
Dwight Stitt,1
Kristina Gjerde,1
Brandon Clifford,1
Mandë Holford,1
Ethan Hawke,1
Andreas Ekström,1
Marta Peirano,1
Tania Simoncelli,1
Haas&Hahn,1
Colin Grant,1
Charles Robertson,1
Ethel,1
Asaf Bar-Yosef,1
J. V. Maranto,1
Morra Aarons-Mele,1
Indre Viskontas,1
Erin Marie Saltman,1
Jeff Dean,1
Angela Mahecha Adrar,1
Kate Bowler,1
Asali DeVan Ecclesiastes,1
Matt Mills,1
Ric Elias,1
Tristram Wyatt,1
Eve Gaus and Vanessa Ruiz,1
Chieko Asakawa,1
Alan Smith,1
Adrian K. Haugabrook,1
Trevor Timm,1
Rishi Manchanda,1
John Wooden,1
Peachy Liv,1
Juliet Brophy,1
Derren Brown,1
Steven Pinker and Rebecca Newberger Goldstein,1
Cynthia Schneider,1
Richard Ledgett,1
Charity Tillemann-Dick,1
Niels van Namen,1
Johanna Benesty,1
Oskar Eustis,1
Peter Harris,1
Lakshmi Pratury,1
Rufus Wainwright,1
Norman Lear,1
Jeff Hancock,1
Antonio Garcia Vicente,1
Chika Ezeanya-Esiobu,1
Jason B. Rosenthal,1
Carrie Nugent,1
Marc Goodman,1
Dan Bell,1
Glenn Greenwald,1
Nina Medvinskaya,1
Lera Boroditsky,1
Malcolm McLaren,1
Far Flung with Saleem Reshamwala,1
Tracy Young,1
Alice Goffman,1
Aparna Nancherla,1
Timothy Ihrig,1
William Shakespeare,1
Paul A. Kramer,1
Dread Scott,1
Martina Flor,1
Adam Galinsky,1
Greta Thunberg,1
Anil Raj,1
Kenichi Ebina,1
Densho,1
Kenneth Cukier,1
Gabriel Barcia-Colombo,1
Peter Haas,1
William Collis,1
Gus Casely-Hayford,1
Denice Frohman,1
Joanne Chory,1
Juliana Delgado Lopera,1
Anab Jain,1
Nancy Rabalais,1
Justin Schmidt,1
Sharon Weinberger,1
Haley Van Dyck,1
"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",1
Cindy J. Aaronson,1
Thom Mayne,1
Thomas Crowther,1
Megan Phelps-Roper,1
Keith Payne,1
Rachel Kleinfeld,1
Angela Garbes,1
Gregory Berns,1
Dave deBronkart,1
Michael Mauser,1
Neha Narula,1
Trevor Maber,1
Emma Schachner,1
Evan Williams,1
Martha Minow,1
Alison Ledgerwood,1
Liz Powers,1
James Howard Kunstler,1
Brian Janosch,1
Luka Seamus Wright and Imogen Ellen Napper,1
Susan Emmett,1
Daniel Goleman,1
Anja Blacha,1
Einstein the Parrot,1
David Rothkopf,1
Nadya Bartol,1
Philip Renaud and Kenneth Kostel,1
Graham Allison,1
Erik Brynjolfsson,1
Adam Alter,1
Julius Maada Bio,1
Lalitesh Katragadda,1
Andrew Peek,1
Elise Payzan-LeNestour,1
Cheryl Hayashi,1
Emma Lazarus,1
Sarah Ellis and Helen Tupper,1
Gary Niekerk,1
Sheila Marie Orfano and Densho,1
Alejandro Nespral,1
Aala El-Khani,1
Peta Greenfield & Alex Gendler,1
Kim Stanley Robinson,1
Jack Sinclair,1
Markus Mutz,1
Julia Galef,1
Laura Schulz,1
Marco Alverà,1
Joe Lassiter,1
Bill Joy,1
Dan Gross,1
Sara Menker,1
Priyanka Jain,1
Andrew McDonald,1
Lili Haydn,1
Naomi Mwaura,1
Xavier De Kestelier,1
Liz Hajek,1
Ghada Wali,1
Zac Goldsmith,1
George Tulevski,1
María Teresa Kumar,1
Anand Agarawala,1
 Climbing PoeTree,1
Reuben Jonathan Miller,1
Gillian Gibb,1
Patrice Thompson,1
Vinay Shandal,1
Manwar Ali,1
Thomas Dolby,1
Dame Vivian Hunt,1
Adam de la Zerda,1
Nanfu Wang,1
Erick Brethenoux,1
Morgana Bailey,1
Ameera Harouda,1
 Rei,1
Michael Murphy,1
Elizabeth Diller,1
Dimitar Sasselov,1
Rob Legato,1
Gregory Petsko,1
Cathy Mulzer,1
Jochen Wegner,1
Crystal Rasmussen,1
Kevin Rudd,1
Suchitra Krishnan-Sarin,1
Daniel Tammet,1
Sarah Barmak,1
Kate Orff,1
Thandiswa Mazwai,1
Shane Griffin,1
Karen Bass,1
Ofer Levy,1
Chitra Aiyar,1
Virginia Wotring,1
Ken Goldberg,1
Jun Wang,1
Andrew Pontzen and Tom Whyntie,1
Lindy Lou Isonhood,1
Manal al-Sharif,1
Mary Ellen Hannibal,1
Carolyn Marshall,1
Steve Keil,1
Lisa Seacat DeLuca,1
Uma Adwani,1
James Flynn,1
Tim Nevius,1
Carson Bruns,1
Jessa Gamble,1
Rachel Kyte,1
Eric Berlow and Sean Gourley,1
Nassim Assefi and Brian A. Levine,1
Allison Ramsey and Mary Staicu,1
Raghuram Rajan,1
Howard Taylor,1
Es Devlin,1
David Agus,1
Anu Puusa,1
Eman Mohammed,1
Abigail Marsh,1
Ursus Wehrli,1
Mounia Akl,1
Anna Malaika Tubbs,1
Nighat Dad,1
Dawn Wacek,1
Sophie Howe,1
David Holt,1
Michael Tilson Thomas,1
Mike deGruy,1
Aomawa Shields,1
Michael Stevens,1
Toby Eccles,1
Philip Krinks,1
Jonathan Tepperman,1
Douglas Beal,1
David Kwong,1
Michelle Mehrtens,1
Niro Sivanathan,1
Matthew Childs,1
Monika Blaumueller,1
Shai Reshef,1
Hanna-Ilona Härmävaara,1
Kwabena Boahen,1
Alejandro Durán,1
Claudia Miner,1
Hayley Levitt,1
James Cameron,1
Peta Greenfield,1
Rick Smolan,1
Rachelle Garniez,1
Paul Bennett,1
Marie Howe,1
Erricka Bridgeford,1
Tristram Stuart,1
Jane Chen,1
Hosted by Jane Fonda and Xiye Bastida,1
Hélène Morlon and Anna Papadopoulou,1
Marian Bantjes,1
Elise Roy,1
Mae Jemison,1
Stephen Burt,1
Ian Firth,1
Jane Poynter,1
Orisanmi Burton,1
Paul Sereno,1
William D. Desmond,1
Florian Pinel,1
Shane Koyczan,1
Matt Ridley,1
Jennifer Kahn,1
Bobby Ghosh,1
 Crush Club,1
Jamila Gordon,1
Krystian Aparta,1
Moshe Szyf,1
Tony Porter,1
Gerd Gigerenzer,1
Eames Demetrios,1
Temple Grandin,1
Brenda Romero,1
Mundano,1
Steven Strogatz,1
Darren Walker,1
Joshua Harvey,1
Rogier van der Heide,1
PatrickJMT,1
Lars Brownworth,1
Brendan Constantine,1
Holley Moyes,1
Lucas Raspall,1
John C. Trimble,1
Simon Berrow,1
Maurizio Seracini,1
Peggy McIntosh,1
Tomás Saraceno,1
Charles Moore,1
Aditi Shankardass,1
Julie Taymor,1
Aziz Abu Sarah,1
Ayah Bdeir,1
Laura Vanderkam,1
Judy Brewer,1
Bronwyn King,1
David Anderson,1
Abha Dawesar,1
Herman Narula,1
James Ludwig,1
Jody Williams,1
Eric Yuan,1
Kala Fleming,1
Sara Jones,1
Kevin B. Jones,1
Judith Jamison and members of the Alvin Ailey American Dance Theater,1
Panti Bliss,1
Yochai Benkler,1
Tim Smith,1
Doris Kearns Goodwin,1
Hector Lanz,1
Alison Sander,1
Scott Nguyen,1
Bastian Schaefer,1
John C. Moore and Eric Berlow,1
Mai Lan,1
Suzanne Duncan,1
"Miao Wang, Alok Sharma and Nigel Topping",1
Jonathan Smith,1
Sherry Turkle,1
Joshua Chu-Tan,1
Abbey Williams,1
Néstor Guerra,1
Risa Wechsler,1
Lennart Green,1
Seth Darling,1
Nandan Nilekani,1
Ben Cameron,1
Christine Porath,1
Mira Calix,1
Michael Archer,1
Ursula von der Leyen,1
Liz Coleman,1
Gail Reed,1
Ajay Banga,1
Scott Dinsmore,1
Stephen Palumbi,1
Lauren Zalaznick,1
Gary Greenberg,1
Sophie Zadeh,1
Beau Lotto + Amy O'Toole,1
Jeff Han,1
Benjamin Barber,1
Julie Chang,1
Mike Velings,1
Jared Kleinert,1
Stefan C. Dombrowski,1
Sara Garofalo,1
Woody Norris,1
Sue Klebold,1
Scott Kim,1
Michael Rain,1
Parul Sehgal,1
Jackson Katz,1
Evan Zodl,1
Barbara Block,1
Linda Cliatt-Wayman,1
Rodin Lyasoff,1
Graham Hawkes,1
Maya Beiser,1
H.E. Ellen Johnson Sirleaf,1
Paul Franklin,1
Matt Mullenweg,1
Sarah Cairns-Smith,1
Naturally 7,1
Peggy Weil,1
Eduardo Briceño,1
Ross Lovegrove,1
Jennifer Verduin,1
Rahwa Ghirmatzion and Zelalem Adefris,1
Nili Gilbert,1
Barat Ali Batoor,1
Jonathan J. O'Sullivan and Grace E. Cunningham,1
Yasin Kakande,1
Todd Dufresne,1
Daniel Molina,1
Euvin Naidoo,1
Shea Hembrey,1
Christopher C. Deam,1
Sarah Willersdorf,1
Yvonne van Amerongen,1
Leonora Neville,1
April Gudenrath,1
James A. White Sr.,1
Adam Spencer,1
Estelle Gibson,1
Daniel Lismore,1
Robert Chang,1
Stella Young,1
Chiki Sarkar,1
Charlie Jane Anders,1
Michael Corballis,1
Carolyn Freiwald,1
Lou Serico,1
Kevin J. Krizek,1
Eddie Jaku,1
Heidi Larson,1
Katie McGinty,1
Billy Samuel Mwape,1
David Lammy,1
Amara Berry,1
Amber McReynolds,1
Tim Hansen,1
'Gbenga Sesan,1
Siyanda Mohutsiwa,1
Zubaida Bai,1
David Witzeneder,1
Jessica Kerr,1
Sunitha Krishnan,1
Stephanie Kelton,1
Venus Keus,1
Mark Liddell,1
Tanya Menon,1
Cristina Domenech,1
Keith Bellows,1
Stefan Larsson,1
Jim Yong Kim,1
Ndidi Nwuneli,1
Greg Asner,1
James Patten,1
Sebastián Bortnik,1
Tiffany Watt Smith,1
Design Matters with Debbie Millman,1
Ayana Jamieson and Moya Bailey,1
Astro Teller,1
Jennifer Petriglieri,1
Maria Golubeva,1
Bill Davenhall,1
Lisa-Marie Johnston,1
Kalika Bali,1
Natalie Jeremijenko,1
Drew Berry,1
Knut Ivar Bjørlykhaug,1
Elora Hardy,1
Elizabeth Camarillo Gutierrez,1
Xiye Bastida,1
Rob Cooke,1
Rajiv Maheswaran,1
Beth Ford,1
Raspyni Brothers,1
Adie Delaney,1
Kristie Ebi,1
Christine Thach,1
Christer Mjåset,1
Christopher Robichaud,1
Achenyo Idachaba,1
Jessica Jackley,1
Gaspard Koenig,1
Howard Rheingold,1
The Nature Conservancy,1
Sandra Aamodt,1
Kings Floyd,1
Alex Tabarrok,1
Shai Marcu,1
Katie Hinde,1
Shimon Steinberg,1
Jon Gosier,1
Judd A. Schorr,1
Lucy Farey-Jones,1
Rene Laufer,1
Peggy Orenstein,1
Ryan Lobo,1
Melati and Isabel Wijsen,1
Cameron Paterson,1
Harvey Fineberg,1
Melissa Marshall,1
Lisa Krause,1
Ethan Lisi,1
Leor Weinberger,1
Rebecca Knill,1
Faith Osier,1
Nate Silver,1
Eric Sannerud,1
Martin Hanczyc,1
Michael Merzenich,1
Tabetha Boyajian,1
Tommy McCall,1
Melissa Marquez,1
Anna Heringer,1
Dwan Reece,1
Don Levy,1
Patrick Forth,1
Gala Marija Vrbanic,1
Arunachalam Muruganantham,1
Don Norman,1
Jon Nguyen,1
Niall Ferguson,1
Ashton Cofer,1
Sophie Rose,1
Lee Mokobe,1
Yannick Roudaut,1
Paul Pholeros,1
Joseph Kim,1
Hector Garcia,1
Ozawa Bineshi Albert,1
Shad Begum,1
Sivamani,1
Guy Harvey,1
Dorothy Roberts,1
VS Ramachandran,1
Aakash Odedra,1
Jeff Skoll,1
Alex Edmans,1
Peter Hirshberg,1
Timothy Prestero,1
Andrew Marantz,1
Raymond Tang,1
Penelope Boston,1
Frank Warren,1
Farwiza Farhan,1
"Mwende ""FreeQuency"" Katwiwa",1
Jeff Steers,1
Pardis Sabeti and Christian Happi,1
R. Alan Brooks,1
Jackie Gartner-Schmidt,1
Eddy Cartaya,1
Rébecca Kleinberger,1
Gwynne Shotwell,1
Tammy Lally,1
Natalya St. Clair,1
Boy Girl Banjo,1
James Randi,1
Daniel Dulek,1
Auret van Heerden,1
Beardyman,1
David Titley,1
Thomas Barnett,1
Sue Jaye Johnson,1
Geoff Emberling,1
Bhakti Sharma,1
Clifford Robbins,1
Al Vernacchio,1
Bill Keegan,1
Phillip Picardi,1
Ann Curry,1
Yoav Medan,1
Mina Bissell,1
Esta Soler,1
Joe Sabia,1
David Keith,1
Kelli Jean Drinkwater,1
Joseph Ravenell,1
Angela Belcher,1
Sebastian Kraves,1
Charly Haversat,1
Jason Robert Jaffe,1
Thomas Thwaites,1
Sam Richards,1
James Earle,1
Aicha Evans,1
Su Santidad el Papa Francisco,1
Pere Estupinyà,1
Vikram Sharma,1
Deeyah Khan,1
Todd Gershkowitz,1
Gemma Jackson,1
Matthew A. Wilson,1
Ibram X. Kendi,1
Hannah Gadsby,1
Tavi Gevinson,1
Shivani Siroya,1
Jim Simons,1
Supasorn Suwajanakorn,1
Robb Willer,1
Rajesh Rao,1
Stephen Doyle,1
Christina Warinner,1
Shlomo Benartzi,1
Hod Lipson,1
Alexandros Charalambides,1
Dave Meslin,1
AnnMarie Thomas,1
Kate Adams,1
Hanna Rosin,1
Janette Sadik-Khan,1
Emily Pilloton,1
Martin Pistorius,1
Dean Furness,1
Alberto Garín,1
Federica Bianco,1
Jessica Ladd,1
Khalida Brohi,1
Robert Prill,1
Doug Roble,1
Adam Grosser,1
William Butler Yeats,1
Michael Nielsen,1
Clifford Stoll,1
Eric Mead,1
Kirk Citron,1
Bill Strickland,1
Frederic Kaplan,1
Jennifer Wilcox,1
Leonard Susskind,1
Devin Shuman,1
Karen DeSalvo,1
Martha Redbone,1
Kirsten Hall,1
Jim Fallon,1
Dyan deNapoli,1
Erick Wilberding,1
Rashad Robinson,1
Ramsey Musallam,1
Michael Arntfield,1
Briana Brownell,1
Jinsop Lee,1
Sara Seager,1
Stefen Chow,1
Mackenzie Dalrymple,1
Kavita Ramdas,1
Thomas Pogge,1
Chance Coughenour,1
Dan Cobley,1
Susan Ruffo,1
Amina J. Mohammed,1
Fabien Cousteau,1
C.K. Williams,1
Nilay Kulkarni,1
David L. Hu,1
Joseph Shin,1
Michael R. Stiff,1
Beth Ann Fennelly,1
Lauren Pharr,1
David Dunning,1
Nadjia Yousif,1
Canwen Xu,1
Kasha Patel,1
Jessica Oreck and Rachael Teel,1
John Marshall,1
Juno Mac,1
Ioannis Papachimonas,1
Alexander Tsiaras,1
David Ian Howe,1
Brian Little,1
Karen Scrivener,1
David McCandless,1
Ryan Merkley,1
Keith Weed,1
John Delaney,1
Fredy Peccerelli,1
Dan Bricklin,1
Caleb Barlow,1
Luisa Neubauer,1
 Sofi Tukker,1
Naima Penniman,1
Jim Whitehurst,1
David Griffin,1
Euna Lee,1
Tanya Boucicaut,1
Shelley Shott,1
Deepa Narayan,1
James Lyne,1
Tom Osborn,1
Aleph Molinari,1
Susan M. Reverby,1
Kashmir Hill and Surya Mattu,1
Adam Ostrow,1
Mena Trott,1
Walé Oyéjidé,1
Bill Bernat,1
James Beacham,1
Stacie Bosley,1
Sougwen Chung,1
Gwen Yi Wong,1
Victoria Gill,1
Nadine Burke Harris,1
Joshua Klein,1
Ricardo Iacub,1
Sebastião Salgado,1
Andy Hobsbawm,1
Renata di Tullio,1
Julie Cordua,1
Jonny Sun,1
Audrey Choi,1
Charles Anderson,1
Dragana Rogulja,1
Christine Carter,1
Achin Bhowmik,1
Ed Yong,1
Mohamed Hijri,1
 JR,1
Brooke Buddemeier and Jessica S. Wieder,1
Carlo Ratti,1
Nate Garvis,1
Ronald Rael,1
Margaret Wertheim,1
Andrea Gibson,1
Alex Kipman,1
Gregg Garn,1
Rodrigo Bijou,1
Helen Czerski,1
John La Grou,1
Efosa Ojomo,1
Olúfẹ́mi Táíwò,1
Eddie Woo,1
Erin Baumgartner,1
Refik Anadol,1
Brenda Laurel,1
Julie Burstein,1
Solomon Goldstein-Rose,1
Nikki Clifton,1
Charles P. Smith,1
Zoë Karl-Waithaka,1
Gowri Shankar,1
Andras Forgacs,1
Kristie Overstreet,1
Chrystina Russell,1
Laura L. Dunn,1
Ruchi Shah,1
Anjali Kumar,1
Joel Jackson,1
Steve Jobs,1
Gretchen Carlson,1
Wolfgang Kessling,1
Nicki Beaman Griffin,1
Leah Chase and Pat Mitchell,1
Eric Hinterman,1
Brian Skerry,1
Jeffrey Siegel,1
"Xiye Bastida, Shiv Soin and Latif Nasser",1
Angela Oguntala,1
Yossi Elran,1
Kashfia Rahman,1
Charles Elachi,1
Joy Buolamwini,1
Vernā Myers,1
Jill Shargaa,1
Nithya Ramanathan,1
Kristen Ashburn,1
Heather Malyuk,1
Sana Amanat,1
Bertrand Piccard,1
Liz Fosslien,1
Hanako Sawada,1
Ethan Lindenberger,1
Rana Novack,1
Hasan Elahi,1
Nic Marks,1
Josh Luber,1
Jane Fonda and Lily Tomlin,1
Carl Schoonover,1
Cédric Villani,1
Hilary Cottam,1
Lars Jönsson,1
John Lewis and Bryan Stevenson,1
Melinda Babits,1
Elaine Fong,1
David Birch,1
Kay Almere Read,1
Ayana Elizabeth Johnson and Jennifer Jacquet,1
Alex Rosenthal and Pall Thordarson,1
Steve Rothstein,1
Anand Varma,1
Jill Heinerth,1
Jim Al-Khalili,1
Danielle de Niese,1
Augusto Carballido,1
Aaron Maniam,1
David Katz,1
Todd Humphreys,1
Charity Wayua,1
Tim Dunn,1
Abraham Verghese,1
Laura Snyder,1
Pat Crowley,1
Stephanie Warren,1
Barton Seaver,1
Pete Buttigieg,1
Mihaly Csikszentmihalyi,1
Charlie Todd,1
Ben Ambridge,1
Fay Bound Alberti,1
David Lindell,1
David Eagleman,1
Tricia Wang,1
Catharine Young,1
Marko Russiver,1
Charlene Li,1
Jorge Soto,1
Marc Pachter,1
Catarina Mota,1
Gavin McCormick,1
Robin Nagle,1
Margaret Morris,1
Noel Bairey Merz,1
LB Hannahs,1
Tom Hulme,1
Wendy MacNaughton,1
Ben Kacyra,1
Kiah Williams,1
Pierre Barreau,1
 Lucius,1
Phil Hansen,1
Hendrik Poinar,1
Dustin Burke,1
Özlem Cekic,1
Sarah Sze,1
Leila Pirhaji,1
Susan Savage-Rumbaugh,1
Mick Mountz,1
Macinley Butson,1
Ananda Shankar Jayant,1
Oliver Jeffers,1
Sarah Kessans,1
T. Boone Pickens,1
Robert Hammond,1
Mary L. Gray,1
Tarana Burke,1
Dave Matthews,1
Hans and Ola Rosling,1
Ilona Stengel,1
Valentin Hammoudi,1
Jane Hirshfield,1
Laura Galante,1
Joelle Rabow Maletis,1
Lisa Nip,1
Alex Honnold,1
Arindam Bhattacharya,1
Miru Kim,1
Bob Nease,1
Justin Baldoni,1
Raphael Rose,1
Ron Finley,1
Katherine Kuchenbecker,1
Quixotic Fusion,1
Emily Anhalt,1
Douglas L. Oliver,1
Kaitlyn Sadtler and Elizabeth Wayne,1
Eldridge Adams,1
Yvette Alberdingk Thijm,1
Elizabeth Nyamayaro,1
Mohamad Jebara,1
 Silk Road Ensemble,1
Kaitlyn Sadtler and Heather J. Faust,1
Danit Peleg,1
Mallory Freeman,1
Carvens Lissaint,1
Christiane Amanpour,1
Matilda Ho,1
Rick Doblin,1
Molly Webster,1
Jonathan Marks,1
Lisa Jackson and Liz Ogbu,1
Naomi Shimada,1
David Bolinsky,1
Yuko Morita,1
Olivia Affuso,1
David Fleischer,1
 Countdown,1
Min Zhu,1
Renata Salecl,1
Sarah Murray,1
Kendall Spencer,1
Sting,1
Arthur Brooks,1
Yale Fox,1
Brian Goldman,1
Nagin Cox,1
Daniel H. Cohen,1
Veerle Provoost,1
Robert A. Belle,1
Min Kym,1
George Blair-West,1
Tea Uglow,1
James Kozloski,1
Richard Turere,1
Eric X. Li,1
Wendy Troxel,1
Ben Wellington,1
Kathy Kleiman,1
Nina Jablonski,1
Jennifer Healey,1
Bhu Srinivasan,1
Roger Hanlon,1
Jennifer Allison,1
Sharon Terry,1
Dr. Robert Talisse,1
Zoe Pierrat,1
Patsy Rodenburg,1
Ned Blackhawk and Jeffrey D. Means,1
"Alicia Garza, Patrisse Cullors and Opal Tometi",1
Zak Ebrahim,1
Tierney Thys and Plankton Chronicles Project,1
Arnav Kapur,1
Abigail Disney,1
Bright Simons,1
Wisecrack,1
Clay Routledge,1
Nisha Anand,1
Teresa Bejan,1
Robert Lustig,1
Fields Wicker-Miurin,1
Pablo Santa Cruz,1
Chrystia Freeland,1
Mark Changizi,1
Erez Yoeli,1
Eric Berlow,1
Oded Shoseyov,1
Gabby Rivera,1
Julia Kloiber,1
Sergei Lupashin,1
Ralph Nader,1
"Al Gore, Gloria Kasang Bulus, Nana Firman, Ximena Loría and Tim Guinee",1
Ge Wang,1
Alexander Belcredi,1
Claron McFadden,1
Melinda Briana Epler,1
Shawn Achor,1
Katerina Kaouri,1
Diane Benscoter,1
José Bowen,1
Timothy Graf,1
Shah Rukh Khan,1
David Cameron,1
Amy Purdy,1
Sarah Rugheimer,1
Adam Clulow,1
Ian Strange,1
Joe Madiath,1
Homaro Cantu + Ben Roche,1
Michael Norton,1
Nick Turner and Whitney Pennington Rodgers,1
Topher White,1
Alastair Gray,1
Aaron O'Connell,1
Loretta Napoleoni,1
Alisa Kazarina,1
Reniqua Allen,1
Karalee Close,1
Thasunda Duckett,1
Beth Mortimer and Tarje Nissen-Meyer,1
Kid Cudi,1
Tiana Epps-Johnson,1
Shekhar Kapur,1
Beth Noveck,1
Jan Stejskal,1
Vikas Jaitely,1
Jill Dash,1
Tapiwa Chiwewe,1
Bilal Bomani,1
Martin Ford,1
Lorenzo García-Amaya,1
Steven Sharp Nelson,1
